fpr,tpr
0.0,0.0
0.0,0.00013020833333333333
0.0,0.0032552083333333335
0.00017361111111111112,0.0032552083333333335
0.00017361111111111112,0.00390625
0.00026041666666666666,0.00390625
0.00026041666666666666,0.005208333333333333
0.00034722222222222224,0.005208333333333333
0.00034722222222222224,0.006119791666666667
0.00043402777777777775,0.006119791666666667
0.00043402777777777775,0.0067708333333333336
0.0005208333333333333,0.0067708333333333336
0.0005208333333333333,0.007682291666666666
0.0006076388888888889,0.007682291666666666
0.0006076388888888889,0.007942708333333333
0.0006944444444444445,0.007942708333333333
0.0006944444444444445,0.008072916666666667
0.00078125,0.008072916666666667
0.00078125,0.00859375
0.0008680555555555555,0.00859375
0.0008680555555555555,0.009375
0.0009548611111111111,0.009375
0.0009548611111111111,0.009765625
0.0013020833333333333,0.009765625
0.0013020833333333333,0.010546875
0.001388888888888889,0.010546875
0.001388888888888889,0.011458333333333333
0.0014756944444444444,0.011458333333333333
0.0014756944444444444,0.011848958333333333
0.0015625,0.011848958333333333
0.0015625,0.013541666666666667
0.001736111111111111,0.013541666666666667
0.001736111111111111,0.013671875
0.0019097222222222222,0.013671875
0.0019097222222222222,0.014453125
0.0022569444444444442,0.014453125
0.0022569444444444442,0.014713541666666666
0.00234375,0.014713541666666666
0.00234375,0.015494791666666667
0.0025173611111111113,0.015494791666666667
0.0025173611111111113,0.016927083333333332
0.0026041666666666665,0.016927083333333332
0.0026041666666666665,0.017317708333333334
0.002690972222222222,0.017317708333333334
0.002690972222222222,0.017447916666666667
0.002777777777777778,0.017447916666666667
0.002777777777777778,0.017708333333333333
0.002951388888888889,0.017708333333333333
0.002951388888888889,0.020052083333333335
0.0030381944444444445,0.020052083333333335
0.0030381944444444445,0.02109375
0.003125,0.02109375
0.003125,0.021875
0.0032118055555555554,0.021875
0.0032118055555555554,0.022005208333333335
0.003298611111111111,0.022005208333333335
0.003298611111111111,0.022135416666666668
0.0033854166666666668,0.022135416666666668
0.0033854166666666668,0.022786458333333332
0.003472222222222222,0.022786458333333332
0.003472222222222222,0.023177083333333334
0.0035590277777777777,0.023177083333333334
0.0035590277777777777,0.023567708333333333
0.003732638888888889,0.023567708333333333
0.003732638888888889,0.02421875
0.0038194444444444443,0.02421875
0.0038194444444444443,0.025130208333333334
0.00390625,0.025130208333333334
0.00390625,0.025260416666666667
0.004079861111111111,0.025260416666666667
0.004079861111111111,0.027473958333333333
0.004166666666666667,0.027473958333333333
0.004166666666666667,0.027734375
0.004340277777777778,0.027734375
0.004340277777777778,0.028385416666666666
0.004427083333333333,0.028385416666666666
0.004427083333333333,0.028645833333333332
0.0045138888888888885,0.028645833333333332
0.0045138888888888885,0.029036458333333334
0.004600694444444445,0.029036458333333334
0.004600694444444445,0.029427083333333333
0.0046875,0.029427083333333333
0.0046875,0.029817708333333335
0.004774305555555556,0.029817708333333335
0.004774305555555556,0.03046875
0.004861111111111111,0.03046875
0.004861111111111111,0.033463541666666666
0.0049479166666666664,0.033463541666666666
0.0049479166666666664,0.03359375
0.0050347222222222225,0.03359375
0.0050347222222222225,0.03411458333333333
0.005121527777777778,0.03411458333333333
0.005121527777777778,0.036458333333333336
0.005208333333333333,0.036458333333333336
0.005208333333333333,0.037890625
0.005295138888888889,0.037890625
0.005295138888888889,0.038671875
0.005555555555555556,0.038671875
0.005555555555555556,0.03919270833333333
0.005642361111111111,0.03919270833333333
0.005642361111111111,0.03958333333333333
0.005729166666666666,0.03958333333333333
0.005729166666666666,0.03997395833333333
0.005815972222222222,0.03997395833333333
0.005815972222222222,0.040234375
0.005902777777777778,0.040234375
0.005902777777777778,0.040625
0.005989583333333334,0.040625
0.005989583333333334,0.040755208333333334
